*Step  = 1
*Time  = 0.1
*Data  = x;y;z
5,0,2.9142,0
6,2.83214,2.45277,6.13196e-06
7,5.08563,1.17546,3.02055e-06
11,6.19477,-0.00404172,1.31884e-06
712,0.00520991,2.91185,6.09056e-06
713,0.00984719,2.91079,6.10947e-06
714,0.0143324,2.91031,6.12281e-06
715,0.018871,2.91002,6.13313e-06
716,0.0234648,2.90983,6.14189e-06
717,0.028109,2.90969,6.14963e-06
718,0.0328032,2.9096,6.15663e-06
719,0.0375461,2.90954,6.16309e-06
720,0.0423374,2.90949,6.16912e-06
721,0.0471771,2.90947,6.17483e-06
722,0.0520631,2.90944,6.1803e-06
723,0.0569956,2.90943,6.18559e-06
724,0.0619743,2.90941,6.19074e-06
725,0.0669981,2.90939,6.19579e-06
726,0.0720666,2.90937,6.20078e-06
727,0.0771797,2.90935,6.20573e-06
728,0.0823378,2.90934,6.21065e-06
729,0.0875393,2.90931,6.21559e-06
730,0.0927847,2.90927,6.22053e-06
731,0.0980746,2.90924,6.22547e-06
732,0.103408,2.90921,6.23045e-06
733,0.108785,2.90916,6.23546e-06
734,0.114206,2.90911,6.24051e-06
735,0.119671,2.90905,6.2456e-06
736,0.125181,2.90899,6.25074e-06
737,0.130735,2.90893,6.25591e-06
738,0.136334,2.90885,6.26113e-06
739,0.141978,2.90878,6.26641e-06
740,0.147665,2.90869,6.27174e-06
741,0.1534,2.9086,6.27711e-06
742,0.159179,2.90851,6.28252e-06
743,0.165006,2.9084,6.28799e-06
744,0.170878,2.9083,6.2935e-06
745,0.176797,2.90819,6.29906e-06
746,0.182764,2.90807,6.30467e-06
747,0.188778,2.90794,6.31033e-06
748,0.19484,2.90781,6.31601e-06
749,0.20095,2.90767,6.32174e-06
750,0.207109,2.90753,6.32752e-06
751,0.213317,2.90738,6.33332e-06
752,0.219574,2.90723,6.33916e-06
753,0.22588,2.90707,6.34505e-06
754,0.232235,2.9069,6.35097e-06
755,0.238641,2.90673,6.3569e-06
756,0.245099,2.90655,6.36286e-06
757,0.251606,2.90636,6.36886e-06
758,0.258167,2.90618,6.37487e-06
759,0.264779,2.90598,6.38091e-06
760,0.271445,2.90578,6.38696e-06
761,0.278164,2.90557,6.39303e-06
762,0.284936,2.90536,6.39912e-06
763,0.291762,2.90514,6.40522e-06
764,0.298644,2.90491,6.41134e-06
765,0.305581,2.90467,6.41747e-06
766,0.312573,2.90443,6.4236e-06
767,0.319622,2.90419,6.42975e-06
768,0.326727,2.90393,6.4359e-06
769,0.333889,2.90367,6.44206e-06
770,0.34111,2.90341,6.44823e-06
771,0.348387,2.90312,6.4544e-06
772,0.355724,2.90284,6.46058e-06
773,0.363118,2.90255,6.46678e-06
774,0.370573,2.90225,6.47296e-06
775,0.378088,2.90195,6.47915e-06
776,0.385663,2.90162,6.48535e-06
777,0.3933,2.9013,6.49155e-06
778,0.400998,2.90096,6.49775e-06
779,0.408758,2.90062,6.50396e-06
780,0.416579,2.90027,6.51017e-06
781,0.424464,2.89991,6.51639e-06
782,0.432412,2.89953,6.5226e-06
783,0.440424,2.89915,6.52881e-06
784,0.448501,2.89876,6.53503e-06
785,0.456641,2.89836,6.54124e-06
786,0.464848,2.89795,6.54745e-06
787,0.473121,2.89753,6.55367e-06
788,0.481459,2.89709,6.55987e-06
789,0.489865,2.89665,6.56608e-06
790,0.498338,2.89619,6.57229e-06
791,0.506879,2.89572,6.57849e-06
792,0.515489,2.89525,6.58468e-06
793,0.524167,2.89476,6.59087e-06
794,0.532915,2.89425,6.59705e-06
795,0.541734,2.89374,6.60322e-06
796,0.550622,2.89321,6.60937e-06
797,0.559583,2.89267,6.61553e-06
798,0.568614,2.89211,6.62168e-06
799,0.577719,2.89155,6.6278e-06
800,0.586895,2.89096,6.63392e-06
801,0.596146,2.89037,6.64002e-06
802,0.60547,2.88976,6.6461e-06
803,0.614869,2.88913,6.65217e-06
804,0.624344,2.8885,6.65821e-06
805,0.633894,2.88785,6.66424e-06
806,0.643521,2.88718,6.67025e-06
807,0.653224,2.88649,6.67624e-06
808,0.663006,2.8858,6.68219e-06
809,0.672865,2.88508,6.68813e-06
810,0.682802,2.88434,6.69404e-06
811,0.692819,2.8836,6.69991e-06
812,0.702916,2.88283,6.70576e-06
813,0.713095,2.88204,6.71158e-06
814,0.723355,2.88124,6.71736e-06
815,0.733696,2.88041,6.72311e-06
816,0.744121,2.87958,6.72881e-06
817,0.754629,2.87872,6.73448e-06
818,0.76522,2.87785,6.74011e-06
819,0.775897,2.87695,6.74569e-06
820,0.786659,2.87604,6.75122e-06
821,0.797506,2.87511,6.75672e-06
822,0.808441,2.87414,6.76216e-06
823,0.819462,2.87317,6.76755e-06
824,0.830571,2.87217,6.77289e-06
825,0.841767,2.87115,6.77817e-06
826,0.853055,2.87012,6.78339e-06
827,0.864432,2.86905,6.78855e-06
828,0.8759,2.86797,6.79365e-06
829,0.887459,2.86685,6.79868e-06
830,0.89911,2.86572,6.80364e-06
831,0.910853,2.86456,6.80854e-06
832,0.922691,2.86338,6.81335e-06
833,0.934622,2.86218,6.81809e-06
834,0.94665,2.86094,6.82276e-06
835,0.95877,2.85969,6.82735e-06
836,0.970994,2.8584,6.83185e-06
837,0.983303,2.85709,6.83626e-06
838,0.995723,2.85575,6.84057e-06
839,1.00824,2.85438,6.8448e-06
840,1.02085,2.853,6.84893e-06
841,1.03355,2.85157,6.85296e-06
842,1.04637,2.85012,6.85688e-06
843,1.05929,2.84864,6.8607e-06
844,1.07231,2.84712,6.86442e-06
845,1.08543,2.84558,6.86801e-06
846,1.09865,2.84401,6.87149e-06
847,1.11198,2.84239,6.87485e-06
848,1.12542,2.84075,6.87809e-06
849,1.13896,2.83909,6.8812e-06
850,1.15261,2.83738,6.88417e-06
851,1.16636,2.83564,6.88701e-06
852,1.18024,2.83387,6.8897e-06
853,1.19421,2.83205,6.89226e-06
854,1.2083,2.8302,6.89467e-06
855,1.2225,2.82832,6.89692e-06
856,1.23681,2.8264,6.89903e-06
857,1.25123,2.82444,6.90097e-06
858,1.26577,2.82243,6.90274e-06
859,1.28042,2.8204,6.90435e-06
860,1.2952,2.81831,6.90579e-06
861,1.31009,2.81619,6.90704e-06
862,1.32509,2.81404,6.9081e-06
863,1.34021,2.81183,6.90898e-06
864,1.35547,2.80958,6.90967e-06
865,1.37084,2.80729,6.91016e-06
866,1.38634,2.80494,6.91045e-06
867,1.40197,2.80255,6.91053e-06
868,1.41775,2.80012,6.9104e-06
869,1.43365,2.79763,6.91006e-06
870,1.44968,2.79509,6.90949e-06
871,1.46584,2.79251,6.90869e-06
872,1.48213,2.78987,6.90766e-06
873,1.49855,2.78718,6.90639e-06
874,1.51509,2.78444,6.90488e-06
875,1.53177,2.78165,6.90312e-06
876,1.54858,2.77879,6.9011e-06
877,1.56552,2.77589,6.89883e-06
878,1.58259,2.77293,6.89629e-06
879,1.59979,2.76991,6.89347e-06
880,1.61713,2.76682,6.89039e-06
881,1.63461,2.76369,6.88702e-06
882,1.65222,2.76049,6.88337e-06
883,1.66997,2.75722,6.87942e-06
884,1.68785,2.7539,6.87519e-06
885,1.70588,2.75051,6.87064e-06
886,1.72405,2.74705,6.86579e-06
887,1.74236,2.74353,6.86063e-06
888,1.76081,2.73993,6.85514e-06
889,1.7794,2.73627,6.84933e-06
890,1.79813,2.73254,6.8432e-06
891,1.81701,2.72874,6.83673e-06
892,1.83604,2.72485,6.82992e-06
893,1.85522,2.7209,6.82278e-06
894,1.87454,2.71686,6.81528e-06
895,1.89402,2.71275,6.80744e-06
896,1.91364,2.70857,6.79923e-06
897,1.93341,2.70429,6.79066e-06
898,1.95333,2.69994,6.78171e-06
899,1.97341,2.69549,6.77239e-06
900,1.99365,2.69096,6.76271e-06
901,2.01403,2.68635,6.75265e-06
902,2.03457,2.68163,6.74219e-06
903,2.05528,2.67683,6.73135e-06
904,2.07613,2.67194,6.72011e-06
905,2.09714,2.66696,6.70847e-06
906,2.11832,2.66187,6.69643e-06
907,2.13966,2.65668,6.68399e-06
908,2.16116,2.65139,6.67113e-06
909,2.18281,2.64601,6.65786e-06
910,2.20464,2.64051,6.64417e-06
911,2.22663,2.6349,6.63006e-06
912,2.24878,2.62918,6.61552e-06
913,2.2711,2.62336,6.60056e-06
914,2.29358,2.61742,6.58517e-06
915,2.31624,2.61136,6.56934e-06
916,2.33905,2.60518,6.55308e-06
917,2.36205,2.59888,6.53637e-06
918,2.38521,2.59246,6.51922e-06
919,2.40855,2.58592,6.50163e-06
920,2.43205,2.57924,6.48358e-06
921,2.45573,2.57243,6.46508e-06
922,2.47958,2.5655,6.44612e-06
923,2.50361,2.55842,6.42672e-06
924,2.5278,2.5512,6.40684e-06
925,2.55218,2.54384,6.38651e-06
926,2.57674,2.53634,6.36572e-06
927,2.60147,2.5287,6.34445e-06
928,2.62638,2.5209,6.32271e-06
929,2.65146,2.51295,6.3005e-06
930,2.67673,2.50484,6.27781e-06
931,2.70217,2.49657,6.25464e-06
932,2.7278,2.48815,6.231e-06
933,2.75361,2.47956,6.20685e-06
934,2.7796,2.4708,6.18221e-06
935,2.80578,2.46187,6.1571e-06
1023,2.85482,2.44484,6.11014e-06
1024,2.87756,2.43683,6.08761e-06
1025,2.90035,2.42869,6.06477e-06
1026,2.9232,2.42046,6.04164e-06
1027,2.94611,2.41212,6.01821e-06
1028,2.96908,2.40367,5.99449e-06
1029,2.9921,2.39511,5.97044e-06
1030,3.01519,2.38645,5.94611e-06
1031,3.03833,2.37767,5.92149e-06
1032,3.06151,2.36878,5.89657e-06
1033,3.08476,2.35978,5.87135e-06
1034,3.10807,2.35067,5.84583e-06
1035,3.13142,2.34144,5.82003e-06
1036,3.15484,2.33209,5.79393e-06
1037,3.17831,2.32263,5.76752e-06
1038,3.20183,2.31306,5.74083e-06
1039,3.22541,2.30337,5.71384e-06
1040,3.24904,2.29355,5.68657e-06
1041,3.27272,2.28361,5.65901e-06
1042,3.29646,2.27356,5.63116e-06
1043,3.32025,2.26338,5.60302e-06
1044,3.34409,2.25308,5.57459e-06
1045,3.36798,2.24265,5.54586e-06
1046,3.39193,2.2321,5.51685e-06
1047,3.41592,2.22142,5.48755e-06
1048,3.43997,2.21061,5.45795e-06
1049,3.46407,2.19968,5.42808e-06
1050,3.48821,2.18861,5.39791e-06
1051,3.51241,2.17741,5.36746e-06
1052,3.53665,2.16609,5.33672e-06
1053,3.56095,2.15463,5.30569e-06
1054,3.5853,2.14303,5.27438e-06
1055,3.60969,2.1313,5.24279e-06
1056,3.63412,2.11942,5.2109e-06
1057,3.65861,2.10742,5.17873e-06
1058,3.68314,2.09527,5.14629e-06
1059,3.70772,2.08299,5.11356e-06
1060,3.73235,2.07057,5.08054e-06
1061,3.75702,2.05799,5.04724e-06
1062,3.78173,2.04529,5.01368e-06
1063,3.80649,2.03243,4.97983e-06
1064,3.8313,2.01943,4.94569e-06
1065,3.85614,2.00628,4.91128e-06
1066,3.88103,1.99298,4.87659e-06
1067,3.90596,1.97953,4.84163e-06
1068,3.93094,1.96593,4.80639e-06
1069,3.95594,1.95219,4.77087e-06
1070,3.981,1.93828,4.7351e-06
1071,4.00609,1.92423,4.69905e-06
1072,4.03124,1.91002,4.66272e-06
1073,4.05641,1.89566,4.62613e-06
1074,4.08162,1.88112,4.58927e-06
