Unnamed: 0,Eepi,Kepi,Kstroma,eyelid-pressure,thickness_central 1d,thickness_central 4d,thickness_midperi 1d,thickness_midperi 4d,power_eye 1d,power_eye 4d,R_n 1d,R_n 4d,error
0,0.0009317228665436623,2.369237109201084e-06,0.003208707286456809,0.000190833083356649,-0.004890058152126071,-0.006250084486448017,0.0008469219574050585,0.0012093358900387013,-1.6399732540574519,-1.780773099096649,7.891428629185397,7.9174944737800566,0.06791006133490565
1,0.0014435105603606588,1.3800154506000312e-06,0.0012609157590695687,0.0001780094879400541,-0.0038900401652367453,-0.005150059525578531,0.00049240516252326,0.0007655251384340936,-1.4119178008251723,-1.7399226796355478,7.84957161229851,7.909914245455608,0.07567906505382896
2,0.0008433606232292944,1.7857590371828743e-06,0.003992592926726896,0.00018788124085516693,-0.004790045983625105,-0.0065300788183974,0.0007523888957577871,0.001343275072023746,-1.6352042832390055,-1.9182585222933142,7.890548768871508,7.94311342878566,0.02521913124822137
3,0.001004374358115758,3.7531291941137764e-06,0.0024023928882866787,0.0002178501322867481,-0.005160067746818084,-0.006070082434490864,0.0011016666982116494,0.0011463135773989025,-1.599176865626255,-1.581413823888468,7.883908156635814,7.8806381660445295,0.185304556303637
4,0.0008720604766430725,1.2268809210462052e-06,0.0007204322268330408,0.00013604644179287945,-0.004000029587052999,,0.00047926938786712475,,-1.477487648697462,,7.861560672067365,,
5,0.001229571533802021,3.4239028280914347e-06,0.0033258409249922426,0.00020083782519560503,-0.0044700467932082474,-0.005180054631095367,0.0008324933019587186,0.0007826081201475002,-1.4550654050209246,-1.4564853799096724,7.857456778754418,7.8577165465125045,0.2976982122524378
6,0.0011386098864262448,1.7681687393450931e-06,0.002959354233023978,0.00018409544387774492,-0.004360038667083031,-0.005670055189860267,0.0006355324260158904,0.0009716741447493502,-1.5277833371437168,-1.7739256133143897,7.870781790981398,7.9162228368212,0.052150496069483146
7,0.0013145243723219318,2.214031767406717e-06,0.001999228147839409,0.0001733685950707097,-0.004190049915052833,-0.005100065555497031,0.0006223971466716091,0.0007471513499051896,-1.480169082884096,-1.626584116061899,7.862051735994588,7.888958872523784,0.1401092489986921
8,0.0011590119692805833,9.116237202589365e-07,0.0009468737163266998,0.0002497691791776937,-0.004510029294903926,-0.006500056419269477,0.0006315850011179847,0.0012946806826713425,-1.5954166571468562,-2.0575310986189095,7.883215715094677,7.969234996022332,0.01267450901919402
9,0.0012408918453815072,1.064867439433561e-06,0.001919243278006941,0.0001795717384513038,-0.0038700286319557145,-0.005500047124587647,0.0004792695391103441,0.0008955176447589808,-1.406087515654086,-1.869521760025009,7.8485073490982415,7.934012901338127,0.02612102782107873
10,0.0011176294989530336,4.0785265427705085e-06,0.0007761456173550884,0.0002385824039761234,-0.005360059274045051,-0.006070068490265812,0.001200147810489438,0.0013196688920048341,-1.7115852913699925,-1.67574208190414,7.904664463588467,7.898034127260373,0.15016726897100086
11,0.0008350573769988093,1.2755151509943735e-06,0.0035963008872670742,0.00019857728758121675,-0.004680035003627819,-0.006700072753427162,0.0006801793314000631,0.0013879220087530467,-1.6226117676016258,-2.038536126147811,7.888226431566155,7.96566223956982,0.016775852644375647
12,0.00104986726644701,2.8583298362487215e-06,0.0020938728215208822,0.0001590745763291966,-0.00446005023312402,-0.005390063853761784,0.000730065852302092,0.0008679564967565903,-1.555353802986076,-1.6608862617199733,7.875845694213086,7.8952893322679625,0.1183321356527295
13,0.0014714626114885113,4.906619182214202e-06,0.0009860451977258956,0.00021975366692315008,-0.004100047748716709,,0.0008508698455676131,,-1.3030916909395813,,7.82975390562844,,
14,0.0008389466507509294,4.181364563747014e-06,0.005060233813177062,0.00019439162943468585,-0.005230067418519807,-0.006240082550231875,0.0011148020004293768,0.0011725855975355456,-1.590971077965527,-1.5706678596605386,7.882397219587056,7.8786612627293735,0.19285288671409548
15,0.001481923340687657,8.137703021589141e-07,0.0010433255005418108,0.00022623483509682285,-0.0039200286849090105,-0.0056500487279023195,0.00047532355461701176,0.0009322698530566803,-1.4187667698233568,-1.9122472776928419,7.85082219529854,7.941989831415937,0.014573824498420731
16,0.0013007690095370587,9.324195543375174e-07,0.0016388022930720935,0.00024869074374162464,-0.004330034911766326,-0.006160062961555746,0.0006000737835259728,0.0011463135773985209,-1.5283316729091752,-1.9554560298152808,7.870882441054526,7.950073312140163,0.0030515978535050853
17,0.0012142788928742407,1.5190611194135417e-06,0.0007545814426058088,0.00022059190591724933,-0.004640038175984039,-0.006110057444449722,0.0007208770541995424,0.00119095847315219,-1.64567502603159,-1.9219590721273363,7.892480845999634,7.943805278608916,0.02757418762737643
18,0.0013226359234120555,1.397785676781437e-06,0.003995657445510025,0.000225920776420304,-0.004380042655204176,-0.005810065454360809,0.0006407729183962874,0.0010031856173233974,-1.5194667889362776,-1.785341413917962,7.86925555793144,7.918343076328061,0.04672410794730897
19,0.0011087838620970107,4.47362344505218e-06,0.0008916261494263511,0.00017140407754766217,-0.003850045476435228,,0.0006355343882510703,,-1.3643245837224995,,7.840892351619664,,
20,0.0014582866280344726,4.3083856228018275e-06,0.0008106023569173072,0.00015860837793950358,-0.0044000465286305815,-0.005250057819810722,0.0007169299661568124,0.0008154110885341542,-1.534586220165508,-1.6237672901019806,7.872030680084354,7.888439478405567,0.14301942892408503
21,0.0012062917817371528,2.6868519425040727e-06,0.0017853795655747105,0.00017501815858390917,-0.004260030314712705,,0.0005554271650251713,,-1.5292611168217434,,7.871053051523048,,
22,0.0008891123529440434,1.0300413351219827e-06,0.0018087845696647352,0.00017646727016244597,-0.005400037397731795,,0.000971674739683924,,-1.8005170169648679,,7.9211633773591545,,
23,0.0007895573186886742,1.4789537653134408e-06,0.001212538575427439,0.0002469492505933972,-0.003770055251676417,,0.0006040227166221115,,-1.3381134436418378,,7.83612059003614,,
24,0.0013098415125190794,4.650827430669181e-06,0.001055204188434349,0.00013630634647988248,-0.004540052841879111,-0.005420068727775472,0.0007208782374460709,0.0009086534376622421,-1.6133302394043483,-1.7343067495032045,7.886515588216984,7.908873284808744,0.08370633923467814
25,0.0012882407883497164,2.3940937997824443e-06,0.0007627357760473961,0.0001853049165686584,-0.005490065364155201,-0.006440079352538812,0.0012001464565925685,0.0014181442399157432,-1.7640471297573441,-1.750169603142595,7.914389037070108,7.911814306604356,0.1323867865658205
26,0.0007764474305221638,4.622004129546021e-06,0.0013371287362135011,0.00017750385138505802,-0.004590024521363853,-0.006760056540232005,0.0006315849265164791,0.001361650971530376,-1.598458085440491,-2.109806968027293,7.88377578402331,7.979084110010979,0.022008428012067906
