-2.990626830700000127e+00,5.579392719777443688e+01
-2.985940246000000187e+00,5.575377022075794287e+01
-2.981253661399999810e+00,5.571361324374144885e+01
-2.976567076599999861e+00,5.567345626672495484e+01
-2.971880492099999937e+00,5.563329928970846083e+01
-2.967193907399999997e+00,5.559314231269196682e+01
-2.962507322800000065e+00,5.555298533567547281e+01
-2.957820738100000124e+00,5.551282835865897880e+01
-2.953134153500000192e+00,5.547267138164248479e+01
-2.948447568799999807e+00,5.543251440462599078e+01
-2.943760984099999867e+00,5.539235742760951098e+01
-2.939074399499999934e+00,5.535508456843333391e+01
-2.934387814900000002e+00,5.532403235558093257e+01
-2.929701230200000062e+00,5.529298014273809514e+01
-2.925014645600000129e+00,5.526192792988570091e+01
-2.920328060900000189e+00,5.523709636335713924e+01
-2.915641476299999812e+00,5.521226479683332400e+01
-2.910954891499999864e+00,5.518743323030950165e+01
-2.906268306999999940e+00,5.516260166378571483e+01
-2.901581722299999999e+00,5.514399074358570374e+01
-2.896895137700000067e+00,5.512537982338570686e+01
-2.892208553000000126e+00,5.511298954951428186e+01
-2.887521968400000194e+00,5.510059927563807491e+01
-2.882835383699999809e+00,5.508820900176188218e+01
-2.878148798999999869e+00,5.508203937421427554e+01
-2.873462214399999937e+00,5.507586974666664759e+01
-2.868775629800000004e+00,5.506970011911425900e+01
-2.864089045100000064e+00,5.506353049156189883e+01
-2.859402460500000132e+00,5.506358151033807502e+01
-2.854715875800000191e+00,5.506363252911426542e+01
-2.850029291199999815e+00,5.506368354788570940e+01
-2.845342706399999866e+00,5.506373456666188559e+01
-2.840656121899999942e+00,5.506378558543806889e+01
-2.835969537200000001e+00,5.506383660421428061e+01
-2.831282952500000061e+00,5.506388762298569617e+01
-2.826596367900000129e+00,5.506393864176188657e+01
-2.821909783200000188e+00,5.506398966053809119e+01
-2.817223198599999812e+00,5.506404067931426738e+01
-2.812536613799999863e+00,5.506409169808569004e+01
-2.807850029299999939e+00,5.506414271686190176e+01
-2.803163444599999998e+00,5.506419373563807795e+01
-2.798476860000000066e+00,5.506424475441426836e+01
-2.793790275300000125e+00,5.506429577318571233e+01
-2.789103690700000193e+00,5.506434679196188853e+01
-2.784417105999999809e+00,5.506439781073807183e+01
-2.779730521299999868e+00,5.506444882951428355e+01
-2.775043936699999936e+00,5.506449984828093847e+01
-2.770357352100000004e+00,5.506455086705712176e+01
-2.765670767400000063e+00,5.506460188583333348e+01
-2.760984182800000131e+00,5.506465290460950968e+01
-2.756297598100000190e+00,5.506470392338093234e+01
-2.751611013499999814e+00,5.506475494215714406e+01
-2.746924428699999865e+00,5.506480596093332025e+01
-2.742237844199999941e+00,5.506485697970950355e+01
-2.737551259500000000e+00,5.506490799848094753e+01
-2.732864674900000068e+00,5.505873837093331957e+01
-2.728178090200000128e+00,5.505256874338569162e+01
-2.723491505600000195e+00,5.504017846950952020e+01
-2.718804920899999811e+00,5.502156754930475557e+01
-2.714118336199999870e+00,5.500295662909998384e+01
-2.709431751599999938e+00,5.497812506257617571e+01
-2.704745167000000006e+00,5.495329349604760694e+01
-2.700058582300000065e+00,5.492224128319521981e+01
-2.695371997700000133e+00,5.489118907034761463e+01
-2.690685413000000192e+00,5.485391621117141625e+01
-2.685998828399999816e+00,5.481042270567142793e+01
-2.681312243599999867e+00,5.476692920016665767e+01
-2.676625659099999943e+00,5.472343569467142288e+01
-2.671939074400000003e+00,5.467372154284760910e+01
-2.667252489700000062e+00,5.462400739101903469e+01
-2.662565905100000130e+00,5.456807259286665612e+01
-2.657879320400000189e+00,5.450591471891904405e+01
-2.653192735799999813e+00,5.443753376918571263e+01
-2.648506150999999864e+00,5.436915281945236700e+01
-2.643819566499999940e+00,5.430699251604285394e+01
-2.639132981800000000e+00,5.424483221263808019e+01
-2.634446397200000067e+00,5.419511320187618963e+01
-2.629759812500000127e+00,5.415161483744284254e+01
-2.625073227900000195e+00,5.411433711933332091e+01
-2.620386643199999810e+00,5.408950069387617532e+01
-2.615700058499999869e+00,5.406466426842379747e+01
-2.615700058499999869e+00,5.405226913561427438e+01
-2.615700058499999869e+00,5.404609464913332317e+01
-2.611013473899999937e+00,5.404614080897617612e+01
-2.606326889300000005e+00,5.403996632249523202e+01
-2.601640304600000064e+00,5.404001248233808496e+01
-2.596953720000000132e+00,5.404005864218093791e+01
-2.592267135300000191e+00,5.403388415569998671e+01
-2.587580550699999815e+00,5.402770966921902840e+01
-2.582893965899999866e+00,5.402153518273331656e+01
-2.578207381399999942e+00,5.401536069625237246e+01
-2.573520796700000002e+00,5.400918620977140705e+01
-2.568834212100000070e+00,5.400301415276189232e+01
-2.564147627400000129e+00,5.400306517153808983e+01
-2.559461042800000197e+00,5.399689554398570124e+01
-2.554774458099999812e+00,5.398450527010950850e+01
-2.550087873399999872e+00,5.396589434990953293e+01
-2.545401288799999939e+00,5.394106278338570348e+01
-2.540714704200000007e+00,5.390378749474285769e+01
-2.536028119500000066e+00,5.386029155977617222e+01
-2.531341534900000134e+00,5.381057497848570392e+01
-2.526654950200000194e+00,5.376085839719520720e+01
-2.521968365599999817e+00,5.370492116958094186e+01
-2.517281780799999868e+00,5.364276329563808332e+01
-2.512595196299999945e+00,5.358060542169521767e+01
-2.507908611600000004e+00,5.352466819407618459e+01
-2.503222026900000063e+00,5.346873096646188372e+01
-2.498535442300000131e+00,5.341901438516665479e+01
-2.498535442300000131e+00,5.337551845019999064e+01
-2.493848857600000191e+00,5.333202251523332649e+01
-2.489162272999999814e+00,5.329474722659522712e+01
-2.484475688199999865e+00,5.325747193795236711e+01
-2.479789103699999941e+00,5.322641729563331126e+01
-2.475102519000000001e+00,5.320158329964284860e+01
-2.470415934400000069e+00,5.317674930365236463e+01
-2.465729349700000128e+00,5.315813595398571323e+01
-2.461042765100000196e+00,5.313952260431427987e+01
-2.456356180399999811e+00,5.312712990097140420e+01
-2.451669595699999871e+00,5.311473719763331758e+01
-2.446983011099999938e+00,5.310856757008095030e+01
-2.442296426500000006e+00,5.310861858885712650e+01
-2.437609841800000066e+00,5.310866960763332401e+01
-2.432923257200000133e+00,5.310872062640952151e+01
-2.428236672500000193e+00,5.310877164518092997e+01
-2.423550087899999816e+00,5.310882266395712747e+01
-2.418863503099999868e+00,5.310887368273333209e+01
-2.414176918599999944e+00,5.310892470150950118e+01
-2.409490333900000003e+00,5.310897572028093805e+01
-2.404803749300000071e+00,5.310902673905713556e+01
-2.400117164600000130e+00,5.310907775783331175e+01
-2.395430580000000198e+00,5.310912877660950926e+01
-2.390743995299999813e+00,5.310917979538094613e+01
-2.386057410599999873e+00,5.310923081415712943e+01
-2.381370825999999941e+00,5.310928183293333404e+01
-2.376684241400000008e+00,5.310933285170951734e+01
-2.371997656700000068e+00,5.310938387048093290e+01
